EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
B1234,L707391500,3,2,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
B1234,L268329152,3,2,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed
A1234,L591681872,1,1,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
A1234,L847871677,1,1,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,magna bibendum imperdiet nullam orci pede venenatis non sodales sed
D1234,L609411737,3,2,rhoncus dui vel sem sed sagittis nam congue risus semper,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
B1234,L704637184,3,1,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
D1234,L305645798,1,1,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
A1234,L295469929,3,2,ut volutpat sapien arcu sed augue aliquam erat volutpat in,sapien non mi integer ac neque duis bibendum morbi non quam
D1234,L556632972,2,2,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,molestie lorem quisque ut erat curabitur gravida nisi at nibh
A1234,L226774732,2,2,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
B1234,L407119015,3,2,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
B1234,L921938912,2,1,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
C1234,L825852391,1,2,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
B1234,L237889528,3,2,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
A1234,L737992739,3,1,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,curabitur in libero ut massa volutpat convallis morbi odio odio
D1234,L253761503,2,1,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
B1234,L833025921,2,2,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,nunc purus phasellus in felis donec semper sapien a libero nam dui
B1234,L677070366,3,1,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,diam in magna bibendum imperdiet nullam orci pede venenatis non
D1234,L701386559,3,2,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
D1234,L084997504,3,2,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
B1234,L338484810,1,1,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
A1234,L997571668,3,2,turpis sed ante vivamus tortor duis mattis egestas metus aenean,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
B1234,L439728392,2,2,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
C1234,L930107774,3,2,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
D1234,L673377746,1,2,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
D1234,L105426762,2,2,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
B1234,L779480804,2,1,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
A1234,L815070773,1,2,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
C1234,L861185624,3,1,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,nunc rhoncus dui vel sem sed sagittis nam congue risus
A1234,L124098538,3,2,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
B1234,L372741403,3,1,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
B1234,L517958373,2,2,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
C1234,L368923074,1,1,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,aenean fermentum donec ut mauris eget massa tempor convallis nulla
B1234,L571594862,2,2,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
C1234,L785162953,1,1,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
A1234,L812738866,2,2,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,elementum in hac habitasse platea dictumst morbi vestibulum velit id
B1234,L022998421,1,1,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
A1234,L601035455,1,2,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
C1234,L962521772,1,1,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
A1234,L865258966,2,2,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
B1234,L767487224,2,2,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
A1234,L603896856,3,1,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
D1234,L603641443,2,1,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
B1234,L370293435,1,1,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
D1234,L589376043,1,1,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
B1234,L858711906,1,2,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
C1234,L367908934,2,1,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
A1234,L241934237,3,1,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
D1234,L665725112,1,2,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
A1234,L825077729,2,2,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
D1234,L858090895,3,2,accumsan tortor quis turpis sed ante vivamus tortor duis mattis,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
D1234,L304304460,3,2,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
B1234,L741599327,2,1,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,potenti in eleifend quam a odio in hac habitasse platea
D1234,L389255933,1,2,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
D1234,L974679062,1,2,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
B1234,L729439746,2,2,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
D1234,L830074860,2,1,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
D1234,L362744483,3,2,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
B1234,L539028899,1,2,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
A1234,L735878235,3,1,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
A1234,L184921728,2,2,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra
C1234,L400194812,2,1,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
D1234,L074372205,3,1,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
D1234,L313868073,2,2,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
C1234,L106770184,1,2,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
B1234,L714802677,3,2,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
C1234,L706197806,1,1,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
B1234,L849370633,3,2,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
B1234,L757047428,3,1,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
B1234,L256367509,1,1,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
C1234,L537591130,2,2,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
C1234,L673461403,2,2,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
C1234,L247755118,2,1,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
D1234,L301607136,2,2,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac
D1234,L458756540,1,2,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
D1234,L864214348,3,2,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
D1234,L889426506,3,1,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
C1234,L628722467,3,1,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
C1234,L863088676,1,1,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
A1234,L082994618,2,1,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
A1234,L994931568,2,1,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
C1234,L545149354,2,2,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,a libero nam dui proin leo odio porttitor id consequat
D1234,L114601014,1,2,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
B1234,L453753806,2,2,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
C1234,L470297513,3,1,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
B1234,L319421536,3,2,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
B1234,L079288384,1,1,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
C1234,L534572748,1,1,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero
C1234,L496446624,3,1,faucibus cursus urna ut tellus nulla ut erat id mauris,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
C1234,L386440465,2,1,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
B1234,L781719129,2,2,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna
C1234,L700008326,3,2,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
C1234,L243817170,2,1,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
D1234,L348254270,3,1,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
C1234,L324110995,2,1,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
D1234,L363474372,1,2,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut
A1234,L235942041,2,1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
C1234,L225853831,3,1,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
B1234,L323520210,2,1,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
A1234,L529525834,1,2,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat
D1234,L228479611,2,2,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
D1234,L291604481,3,2,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
A1234,L720537420,2,1,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
A1234,L239038441,1,1,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat
C1234,L893153315,2,1,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
D1234,L168856818,2,2,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,turpis elementum ligula vehicula consequat morbi a ipsum integer a
B1234,L047101455,2,1,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
B1234,L773343411,1,1,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
A1234,L231669206,2,1,viverra eget congue eget semper rutrum nulla nunc purus phasellus,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
A1234,L188004272,1,2,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
C1234,L247739319,3,1,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
C1234,L066469291,2,1,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,porttitor id consequat in consequat ut nulla sed accumsan felis
D1234,L210702708,1,2,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
B1234,L230955274,1,2,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
D1234,L217142744,2,2,nisi eu orci mauris lacinia sapien quis libero nullam sit,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
B1234,L988372319,1,1,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices
B1234,L269458403,1,1,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
D1234,L104916810,2,2,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,donec dapibus duis at velit eu est congue elementum in
D1234,L855062771,3,1,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
A1234,L587492202,2,1,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
D1234,L190539110,2,2,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
C1234,L188432002,1,2,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
C1234,L550086169,3,2,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
C1234,L908518182,3,1,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis
C1234,L079992296,1,2,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
C1234,L112451861,3,2,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
B1234,L620643020,2,2,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
D1234,L016293716,1,1,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
B1234,L023727817,1,1,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
C1234,L099195118,1,1,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
C1234,L490027700,3,2,in congue etiam justo etiam pretium iaculis justo in hac,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
A1234,L186237223,2,2,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
D1234,L766554452,2,1,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
A1234,L374130672,2,2,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
D1234,L434739623,3,1,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,in libero ut massa volutpat convallis morbi odio odio elementum eu
D1234,L895076570,3,2,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc
A1234,L980968840,3,2,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
D1234,L032391425,3,1,nisl duis ac nibh fusce lacus purus aliquet at feugiat non,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
A1234,L303283104,2,2,congue etiam justo etiam pretium iaculis justo in hac habitasse platea,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
A1234,L987495936,1,2,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
B1234,L029712686,3,2,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
A1234,L337162567,3,1,libero ut massa volutpat convallis morbi odio odio elementum eu,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
A1234,L690962568,1,2,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
